Instrument,Anonymized Lot,4 digit Seq,Customer Lot,Failure Date,Type of Procedures,Remaining Uses,Experience of Surgeon who performed Last Surgery(in Years),Experience Level
INS-001,LOT037,0081,LOT037-0081,3/4/2024,Incisional Hernia eTEP|Cholecystectomy|Incisional Hernia TAR|Cholecystectomy|Cholecystectomy,13,18,H
INS-017,LOT033,0333,LOT033-0333,3/20/2024,,0,,L
INS-008,LOT046,0628,LOT046-0628,3/21/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Radical Cystectomy w/ Ileal Conduit|Other Reconstuctive|Hysterectomy - Malignant|Incisional Hernia eTEP|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-001,LOT040,0362,LOT040-0362,3/21/2024,Incisional Hernia TAPP|Cholecystectomy|Incisional Hernia TAR|Incisional Hernia eTEP|Pancreatoduodenectomy,13,18,H
INS-008,LOT046,0586,LOT046-0586,3/21/2024,Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hemicolectomy - Left,1,10,M
INS-011,LOT038,0410,LOT038-0410,3/21/2024,Parastomal Hernia Repair|Cholecystectomy|Cholecystectomy|Other Colorectal|Other Colorectal|Hysterectomy - Malignant|Hysterectomy - Malignant|Hemicolectomy - Right|Parastomal Hernia Repair|Other Colorectal|Hysterectomy - Malignant|Sigmoid Colectomy|Other Colorectal,1,10,M
INS-011,LOT033,0315,LOT033-0315,3/21/2024,Adrenalectomy|Sigmoid Colectomy|Abdominoperineal Resection (APR)|Parastomal Hernia Repair|Parastomal Hernia Repair|Abdominoperineal Resection (APR)|Umbilical Hernia TAPP|Other Colorectal|Other Reconstuctive|Other General Surgery,4,18,H
INS-008,LOT046,0619,LOT046-0619,3/21/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,1,10,M
INS-002,LOT045,0381,LOT045-0381,3/21/2024,Hysterectomy - Malignant|Umbilical Hernia IPOM|Other Colorectal|Sacrocolpopexy|Low Anterior Resection (LAR)|Sacrocolpopexy|Hysterectomy - Malignant,8,14,M
INS-017,LOT033,0328,LOT033-0328,3/21/2024,,0,,L
INS-008,LOT056,0557,LOT056-0557,3/25/2024,Prostatectomy - Radical w/ Lymphadenectomy|Umbilical Hernia IPOM|Hysterectomy - Malignant|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-008,LOT030,0130,LOT030-0130,3/25/2024,Cholecystectomy|Hemicolectomy - Left|Prostatectomy - Radical w/ Lymphadenectomy|Adrenalectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,1,10,M
INS-008,LOT024,0503,LOT024-0503,3/25/2024,Other Reconstuctive|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy,5,8,L
INS-004,LOT057,0122,LOT057-0122,3/25/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant,9,14,M
INS-010,LOT058,0002,LOT058-0002,3/25/2024,,0,,L
INS-010,LOT059,0030,LOT059-0030,3/26/2024,,0,,L
INS-005,LOT060,0235,LOT060-0235,3/26/2024,,0,,L
INS-026,,NA,,3/26/2024,,0,,L
INS-011,LOT052,0220,LOT052-0220,3/27/2024,Low Anterior Resection (LAR)|Other Colorectal|Hysterectomy - Malignant|Adrenalectomy|Low Anterior Resection (LAR),9,14,M
INS-008,LOT024,0722,LOT024-0722,3/27/2024,Sacrocolpopexy|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Sacrocolpopexy,4,18,H
INS-002,LOT045,0383,LOT045-0383,3/27/2024,Sacrocolpopexy|Hysterectomy - Malignant|Incisional Hernia TAPP|Sacrocolpopexy|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Inguinal Hernia - Bilateral|Transanal Total Mesorectal Excision|Hysterectomy - Malignant|Hysterectomy - Malignant,4,18,H
INS-012,LOT044,0581,LOT044-0581,3/27/2024,Other Reconstuctive|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Inguinal Hernia - Unilateral|Sigmoid Colectomy,4,18,H
INS-002,LOT061,0076,LOT061-0076,3/27/2024,Incisional Hernia TAR|Other Colorectal|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Hemicolectomy - Right|Hemicolectomy - Right|Rectopexy,3,8,L
INS-017,LOT033,0327,LOT033-0327,3/26/2024,,0,,L
INS-017,LOT031,0158,LOT031-0158,3/26/2024,,0,,L
INS-008,LOT024,0721,LOT024-0721,3/29/2024,Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia eTEP|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology,1,10,M
INS-001,LOT037,0083,LOT037-0083,3/29/2024,Inguinal Hernia - Unilateral|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Sacrocolpopexy|Partial Nephrectomy,5,8,L
INS-004,LOT062,0302,LOT062-0302,3/29/2024,Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,5,8,L
INS-011,LOT038,0361,LOT038-0361,3/29/2024,Other Colorectal|Low Anterior Resection (LAR)|Small Bowel Resection|Hysterectomy - Malignant|Sigmoid Colectomy|Hemicolectomy - Right|Parastomal Hernia Repair|Hemicolectomy - Right|Ileocecal Resection|Other General Surgery,3,8,L
INS-016,LOT063,0210,LOT063-0210,3/29/2024,,0,,L
INS-001,LOT040,0350,LOT040-0350,3/29/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Gynecology|Hysterectomy - Malignant|Hysterectomy - Malignant,10,18,H
INS-002,LOT061,0089,LOT061-0089,3/29/2024,Other Reconstuctive|Sacrocolpopexy|Incisional Hernia TAPP|Other General Surgery|Hysterectomy - Malignant|Sacrocolpopexy,9,14,M
INS-008,LOT046,0658,LOT046-0658,3/29/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia eTEP|Other Reconstuctive|Hysterectomy - Malignant|Hemicolectomy - Right|Parastomal Hernia Repair,1,10,M
INS-002,LOT024,0020,LOT024-0020,4/1/2024,Hysterectomy - Malignant|Other Reconstuctive|Hysterectomy - Malignant|Ileocecal Resection|Other General Surgery|Other Gynecology|Hysterectomy - Malignant|Other General Surgery|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Malignant,2,18,H
INS-002,LOT045,0438,LOT045-0438,4/1/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Other General Surgery|Incisional Hernia TAPP|Hysterectomy - Malignant|Hysterectomy - Benign|Inguinal Hernia - Bilateral|Other Colorectal|Ventral Hernia IPOM|Hysterectomy - Malignant|Other Colorectal|Hysterectomy - Malignant,2,18,H
INS-002,LOT045,0443,LOT045-0443,4/1/2024,Hysterectomy - Malignant|Sacrocolpopexy|Incisional Hernia eTEP|Incisional Hernia eTEP|Incisional Hernia eTEP|Sacrocolpopexy|Inguinal Hernia - Unilateral|Hysterectomy - Malignant|Umbilical Hernia IPOM|Hemicolectomy - Right,5,8,L
INS-001,,0119,-119,4/2/2024,,0,,L
INS-008,,0626,-626,4/2/2024,,0,,L
INS-008,LOT064,0172,LOT064-0172,4/2/2024,Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia eTEP|Nephrectomy|Subtotal Colectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-004,LOT045,0274,LOT045-0274,4/2/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant,7,18,H
INS-001,LOT040,0357,LOT040-0357,4/2/2024,Incisional Hernia eTEP|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,12,14,M
INS-001,LOT040,0372,LOT040-0372,4/2/2024,Incisional Hernia eTEP|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Reconstuctive,9,14,M
INS-008,LOT046,0620,LOT046-0620,4/2/2024,Hysterectomy - Malignant|Nipple Sparing Mastectomy - Malignant w/ Implant Recon|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Hemicolectomy - Right|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-009,LOT056,0075,LOT056-0075,4/2/2024,Low Anterior Resection (LAR)|Low Anterior Resection (LAR)|Other Colorectal,7,18,H
INS-009,LOT056,0172,LOT056-0172,4/2/2024,Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Low Anterior Resection (LAR)|Hysterectomy - Benign|Other Colorectal,5,8,L
INS-011,LOT065,0176,LOT065-0176,4/2/2024,Abdominoperineal Resection (APR)|Hysterectomy - Malignant|Parastomal Hernia Repair|Subtotal Colectomy|Hysterectomy - Malignant,9,14,M
INS-001,LOT066,0110,LOT066-0110,4/3/2024,Incisional Hernia TAR|Incisional Hernia TAR|Incisional Hernia TAPP|Other Urology|Incisional Hernia eTEP,13,18,H
INS-027,LOT067,0085,LOT067-0085,4/3/2024,,0,,L
INS-008,LOT024,0726,LOT024-0726,4/3/2024,Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Other General Surgery|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology,2,18,H
INS-008,LOT024,0723,LOT024-0723,4/3/2024,Sacrocolpopexy|Low Anterior Resection (LAR)|Incisional Hernia TAPP|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Nipple Sparing Mastectomy - Malignant w/ Implant Recon,4,18,H
INS-001,LOT053,0449,LOT053-0449,4/3/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Incisional Hernia eTEP|Nephrectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Umbilical Hernia IPOM|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-008,LOT056,0544,LOT056-0544,4/3/2024,Hemicolectomy - Right|Other Reconstuctive|Hysterectomy - Malignant|Other General Surgery|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-028,LOT068,0035,LOT068-0035,4/8/2024,Cholecystectomy|Cholecystectomy|Liver Resection|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Pancreatectomy - Distal|Cholecystectomy|Hemicolectomy - Right|Cholecystectomy|Low Anterior Resection (LAR),38,12,M
INS-004,LOT057,0057,LOT057-0057,4/8/2024,Nipple Sparing Mastectomy - Malignant w/ Implant Recon|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Prostatectomy - Radical w/o Lymphadenectomy|Other Gynecology|Hysterectomy - Benign|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive,4,18,H
INS-008,LOT069,0163,LOT069-0163,4/8/2024,Low Anterior Resection (LAR)|Nipple Sparing Mastectomy - Malignant w/ Implant Recon|Sacrocolpopexy|Hysterectomy - Benign|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-029,LOT070,0147,LOT070-0147,4/10/2024,,0,,L
INS-026,,N/A,,4/10/2024,,0,,L
INS-007,,0000,,4/10/2024,,0,,L
INS-007,,0000,,4/10/2024,,0,,L
INS-007,,0000,,4/10/2024,,0,,L
INS-026,,0000,,4/10/2024,,0,,L
INS-026,,0000,,4/10/2024,,0,,L
INS-007,,0000,,4/10/2024,,0,,L
INS-007,,0000,,4/10/2024,,0,,L
INS-008,LOT072,0521,LOT072-0521,4/24/2024,Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Incisional Hernia eTEP|Hysterectomy - Malignant|Incisional Hernia IPOM|Incisional Hernia TAPP|Prostatectomy - Radical w/ Lymphadenectomy,1,10,M
INS-030,LOT073,0009,LOT073-0009,4/24/2024,,0,,L
INS-030,LOT073,0036,LOT073-0036,4/24/2024,,0,,L
INS-008,LOT072,0662,LOT072-0662,4/24/2024,Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,3,8,L
INS-008,LOT024,0717,LOT024-0717,4/24/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-008,LOT072,0599,LOT072-0599,4/24/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Reconstuctive|Low Anterior Resection (LAR),3,8,L
INS-008,LOT072,0641,LOT072-0641,4/24/2024,Other Reconstuctive|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy,5,8,L
INS-031,LOT074,0089,LOT074-0089,4/24/2024,,0,,L
INS-001,LOT075,0231,LOT075-0231,4/25/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Incisional Hernia eTEP|Ileocecal Resection|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Other Reconstuctive,4,18,H
INS-001,LOT053,0444,LOT053-0444,4/25/2024,Hysterectomy - Malignant|Partial Nephrectomy|Endometriosis Resection|Hysterectomy - Malignant|Other Reconstuctive|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-010,LOT076,0021,LOT076-0021,4/25/2024,,0,,L
INS-004,,0251,-251,4/18/2024,,0,,L
INS-001,LOT037,0097,LOT037-0097,4/26/2024,Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,2,18,H
INS-032,LOT011,0130,LOT011-0130,4/26/2024,Hysterectomy - Malignant|Other Reconstuctive|Parastomal Hernia Repair|Other Reconstuctive|Hysterectomy - Malignant|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Myomectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,4,18,H
INS-001,LOT037,0103,LOT037-0103,4/26/2024,Prostatectomy - Radical w/o Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Umbilical Hernia IPOM|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Gynecology|Myomectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy,5,8,L
INS-001,LOT053,0424,LOT053-0424,4/26/2024,Prostatectomy - Radical w/o Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Other Reconstuctive|Incisional Hernia eTEP|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,5,8,L
INS-008,LOT046,0631,LOT046-0631,4/26/2024,Other Colorectal|Cholecystectomy|Other Reconstuctive|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy,1,10,M
INS-011,LOT077,0649,LOT077-0649,4/26/2024,Endometriosis Resection|Other Colorectal|Other Colorectal|Incisional Hernia IPOM|Low Anterior Resection (LAR)|Other Colorectal|Hysterectomy - Malignant|Other Colorectal|Other Colorectal|Incisional Hernia IPOM,4,18,H
INS-001,LOT066,0115,LOT066-0115,5/2/2024,Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,5,8,L
INS-008,LOT066,0108,LOT066-0108,5/2/2024,Endometriosis Resection|Hemicolectomy - Left|Prostatectomy - Radical w/ Lymphadenectomy|Liver Resection|Salpingo-Oophorectomy|Other Colorectal|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy,1,10,M
INS-008,LOT078,0112,LOT078-0112,5/2/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-001,LOT053,0448,LOT053-0448,5/2/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Reconstuctive|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Hysterectomy - Malignant,1,10,M
INS-026,,0000,,4/10/2024,,0,,L
INS-001,LOT053,0443,LOT053-0443,5/8/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/o Lymphadenectomy|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/o Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,3,8,L
INS-001,LOT079,0046,LOT079-0046,5/8/2024,Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant,13,18,H
INS-001,LOT075,0234,LOT075-0234,5/8/2024,Prostatectomy - Radical w/o Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Nephrectomy|Hysterectomy - Malignant|Other Reconstuctive|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Incisional Hernia eTEP,3,8,L
INS-026,,0000,,4/10/2024,,0,,L
INS-006,LOT080,0083,LOT080-0083,5/8/2024,,0,,L
INS-006,LOT080,0002,LOT080-0002,5/8/2024,,0,,L
INS-002,LOT081,0250,LOT081-0250,5/7/2024,Inguinal Hernia - Unilateral|Hemicolectomy - Left|Inguinal Hernia - Bilateral|Inguinal Hernia - Unilateral|Incisional Hernia TAPP|Incisional Hernia TAPP|Incisional Hernia TAR,8,14,M
INS-008,LOT072,0575,LOT072-0575,5/7/2024,Inguinal Hernia - Bilateral|Appendectomy|Inguinal Hernia - Bilateral|Inguinal Hernia - Bilateral|Incisional Hernia TAR|Cholecystectomy|Cholecystectomy,3,8,L
INS-001,LOT075,0233,LOT075-0233,5/8/2024,Cholecystectomy|Incisional Hernia TAR|Component Separation eTEP|Inguinal Hernia - Bilateral|Incisional Hernia TAPP|Cholecystectomy|Mitral Valve Repair|Inguinal Hernia - Unilateral|Umbilical Hernia TAPP,9,14,M
INS-004,,0315,-315,5/10/2024,,0,,L
INS-006,LOT082,0351,LOT082-0351,5/10/2024,,0,,L
INS-008,,0107,-107,5/13/2024,,0,,L
INS-008,LOT072,0646,LOT072-0646,5/13/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Ileostomy Takedown,6,14,M
INS-004,,0064,-64,5/13/2024,,0,,L
INS-028,LOT033,0404,LOT033-0404,5/13/2024,Cholecystectomy|Other General Surgery|Other General Surgery|Cholecystectomy|Hemicolectomy - Right|Kidney Reimplantation - Living Donor,74,11,M
